"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"629","G2XKQ0;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032","G2XKQ0;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032","G2XKQ0;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032","2;2;2;1;1;1","2;2;2;1;1;1","2;2;2;1;1;1","Small ubiquitin-related modifier 5;Small ubiquitin-related modifier 1;Small ubiquitin-related modifier 1;Small ubiquitin-related modifier 1;SMT3 suppressor of mif two 3 homolog 1 (Yeast), isoform CRA_b;Small ubiquitin-related modifier 1",6,2,2,2
"630","B8ZZQ6;P06454;B8ZZA1;B8ZZW7;H7C2N1","B8ZZQ6;P06454;B8ZZA1;B8ZZW7;H7C2N1","B8ZZQ6;P06454","3;3;1;1;1","3;3;1;1;1","3;3;1;1;1","Prothymosin alpha;Prothymosin alpha",5,3,3,3
"631","B8ZZU8;I3L0M9;Q15370;A0A0B4J296","B8ZZU8;I3L0M9;Q15370;A0A0B4J296","B8ZZU8;I3L0M9;Q15370;A0A0B4J296","4;4;4;3","4;4;4;3","4;4;4;3","Elongin-B;Elongin-B (Fragment);Elongin-B;Elongin-B",4,4,4,4
"632","C9J2I0;B8ZZY2;P52594;A0A0C4DG34","C9J2I0;B8ZZY2;P52594;A0A0C4DG34","C9J2I0;B8ZZY2;P52594","5;5;5;1","5;5;5;1","4;4;4;0","Arf-GAP domain and FG repeat-containing protein 1 (Fragment);Arf-GAP domain and FG repeat-containing protein 1;Arf-GAP domain and FG repeat-containing protein 1",4,5,5,4
"633","F8WBN3;B9A031;C9JQZ0;B8ZZY7;F8WBV6;P84101","F8WBN3;B9A031;C9JQZ0;B8ZZY7;F8WBV6;P84101","F8WBN3;B9A031;C9JQZ0;B8ZZY7;F8WBV6;P84101","1;1;1;1;1;1","1;1;1;1;1;1","1;1;1;1;1;1","Small EDRK-rich factor 2;Small EDRK-rich factor 2;Small EDRK-rich factor 2 (Fragment);Small EDRK-rich factor 2;Small EDRK-rich factor 2;Small EDRK-rich factor 2",6,1,1,1
"634","B9A018;Q53GS9;A0A087X1B2;F8WC91;A0A087WW31","B9A018;Q53GS9;A0A087X1B2;F8WC91;A0A087WW31","B9A018;Q53GS9;A0A087X1B2","9;9;7;2;1","9;9;7;2;1","9;9;7;2;1","U4/U6.U5 tri-snRNP-associated protein 2;U4/U6.U5 tri-snRNP-associated protein 2;U4/U6.U5 tri-snRNP-associated protein 2",5,9,9,9
"635","C9J406;B9A067;Q16891;H7C463;A0A087WYS0;D6RAW4","C9J406;B9A067;Q16891;H7C463;A0A087WYS0;D6RAW4","C9J406;B9A067;Q16891;H7C463","16;16;16;14;5;2","16;16;16;14;5;2","16;16;16;14;5;2","MICOS complex subunit MIC60;MICOS complex subunit MIC60;MICOS complex subunit MIC60;MICOS complex subunit MIC60 (Fragment)",6,16,16,16
"636","J3QWB6;J3KMX2;B9EGA3;Q92925","J3QWB6;J3KMX2;B9EGA3;Q92925","J3QWB6;J3KMX2;B9EGA3;Q92925","2;2;2;2","2;2;2;2","2;2;2;2","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (Fragment);SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2;SMARCD2 protein;SWI/SNF-related matrix-associated actin-d",4,2,2,2
"637","B9ZVN9;O95602","B9ZVN9;O95602","B9ZVN9;O95602","3;3","3;3","3;3","DNA-directed RNA polymerase subunit;DNA-directed RNA polymerase I subunit RPA1",2,3,3,3
"638","B9ZVT1;Q8IXT5","B9ZVT1;Q8IXT5","B9ZVT1;Q8IXT5","3;3","3;3","3;3","RNA-binding protein 12B;RNA-binding protein 12B",2,3,3,3
"639","C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3","C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3","C4AMC7;Q6VEQ5;Q9NQA3;A8K0Z3;A8MWX3","3;3;2;2;2","3;3;2;2;2","3;3;2;2;2","Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 6;WASH complex subunit 1;Putative WAS protein family homolog 4",5,3,3,3
"640","C9IYN3;V9GYK2;Q8WVV9;B7WPG3;H7BXH8;C9JJZ7","C9IYN3;V9GYK2;Q8WVV9;B7WPG3;H7BXH8;C9JJZ7","C9IYN3;V9GYK2;Q8WVV9;B7WPG3;H7BXH8","5;5;5;4;3;2","4;4;4;3;3;2","4;4;4;3;3;2","Heterogeneous nuclear ribonucleoprotein L-like;Heterogeneous nuclear ribonucleoprotein L-like;Heterogeneous nuclear ribonucleoprotein L-like;Heterogeneous nuclear ribonucleoprotein L-like;Heterogeneous nuclear ribonucleoprotein L-like (Fragment)",6,5,4,4
"641","C9IZG4;O60888","C9IZG4;O60888","C9IZG4;O60888","1;1","1;1","1;1","Protein CutA;Protein CutA",2,1,1,1
"642","C9J050;C9JEJ2;P49585;H7C1T3;H7BZN1;C9J2E1;C9JPY0;Q9Y5K3;F8WBU2;C9JVS0;F8WAZ5","C9J050;C9JEJ2;P49585;H7C1T3;H7BZN1;C9J2E1;C9JPY0;Q9Y5K3;F8WBU2;C9JVS0;F8WAZ5","C9J050;C9JEJ2;P49585;H7C1T3;H7BZN1;C9J2E1","7;7;7;6;5;4;2;2;1;1;1","7;7;7;6;5;4;2;2;1;1;1","7;7;7;6;5;4;2;2;1;1;1","Choline-phosphate cytidylyltransferase A (Fragment);Choline-phosphate cytidylyltransferase A;Choline-phosphate cytidylyltransferase A;Choline-phosphate cytidylyltransferase A (Fragment);Choline-phosphate cytidylyltransferase A (Fragment);Choline-phosphate ",11,7,7,7
"643","C9J0E4;P01040","C9J0E4;P01040","C9J0E4;P01040","2;2","2;2","2;2","Cystatin-A;Cystatin-A",2,2,2,2
"645","C9J0H3;C9J9P4;C9JE06;C9J7K9;O15162","C9J0H3;C9J9P4;C9JE06;C9J7K9;O15162","C9J0H3;C9J9P4;C9JE06;C9J7K9;O15162","1;1;1;1;1","1;1;1;1;1","1;1;1;1;1","Phospholipid scramblase (Fragment);Phospholipid scramblase (Fragment);Phospholipid scramblase (Fragment);Phospholipid scramblase;Phospholipid scramblase 1",5,1,1,1
"646","C9J0I9;Q86WB0;F8WAU5","C9J0I9;Q86WB0;F8WAU5","C9J0I9;Q86WB0","3;3;1","3;3;1","3;3;1","Nuclear-interacting partner of ALK;Nuclear-interacting partner of ALK",3,3,3,3
"647","C9J712;C9J0J7;C9JQ45;G5E9Q6;P35080;C9J2N0","C9J712;C9J0J7;C9JQ45;G5E9Q6;P35080;C9J2N0","C9J712;C9J0J7;C9JQ45;G5E9Q6;P35080","3;3;3;3;3;1","3;3;3;3;3;1","3;3;3;3;3;1","Profilin;Profilin;Profilin;Profilin;Profilin-2",6,3,3,3
"648","C9J0K6;P30626;B4DHQ6","C9J0K6;P30626;B4DHQ6","C9J0K6;P30626;B4DHQ6","2;2;1","2;2;1","2;2;1","Sorcin;Sorcin;Sorcin",3,2,2,2
"649","C9J1D9;Q9NPH3;C9JT28","C9J1D9;Q9NPH3;C9JT28","C9J1D9;Q9NPH3;C9JT28","4;4;3","4;4;3","4;4;3","Interleukin-1 receptor accessory protein (Fragment);Interleukin-1 receptor accessory protein;Interleukin-1 receptor accessory protein (Fragment)",3,4,4,4
"650","C9J1S9;C9J8G3;Q9Y276","C9J1S9;C9J8G3;Q9Y276","C9J1S9;C9J8G3;Q9Y276","1;1;1","1;1;1","1;1;1","Mitochondrial chaperone BCS1 (Fragment);Mitochondrial chaperone BCS1 (Fragment);Mitochondrial chaperone BCS1",3,1,1,1
"651","C9J2G0;F8W733;Q9NXR7","C9J2G0;F8W733;Q9NXR7","C9J2G0;F8W733;Q9NXR7","1;1;1","1;1;1","1;1;1","BRISC and BRCA1-A complex member 2 (Fragment);BRISC and BRCA1-A complex member 2 (Fragment);BRISC and BRCA1-A complex member 2",3,1,1,1
"652","C9J2G3;C9JQQ2;Q9NWU1;F8VNS3","C9J2G3;C9JQQ2;Q9NWU1;F8VNS3","C9J2G3;C9JQQ2;Q9NWU1;F8VNS3","2;2;2;1","2;2;2;1","2;2;2;1","3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (Fragment);3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial (Fragment);3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial;3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",4,2,2,2
"653","C9J2P9;Q75N03;C9K074","C9J2P9;Q75N03;C9K074","C9J2P9;Q75N03;C9K074","2;2;1","2;2;1","2;2;1","E3 ubiquitin-protein ligase Hakai (Fragment);E3 ubiquitin-protein ligase Hakai;E3 ubiquitin-protein ligase Hakai",3,2,2,2
"654","C9J2Q2;Q8N5M1","C9J2Q2;Q8N5M1","C9J2Q2;Q8N5M1","1;1","1;1","1;1","ATP synthase mitochondrial F1 complex assembly factor 2 (Fragment);ATP synthase mitochondrial F1 complex assembly factor 2",2,1,1,1
"656","C9J2Y9;P30876;C9J4M6;A0A1W2PPT5","C9J2Y9;P30876;C9J4M6;A0A1W2PPT5","C9J2Y9;P30876;C9J4M6;A0A1W2PPT5","20;20;19;19","20;20;19;19","20;20;19;19","DNA-directed RNA polymerase subunit beta;DNA-directed RNA polymerase II subunit RPB2;DNA-directed RNA polymerase subunit beta;DNA-directed RNA polymerase subunit beta",4,20,20,20
"657","C9J384;Q9BQ75","C9J384;Q9BQ75","C9J384;Q9BQ75","2;2","2;2","2;2","Protein CMSS1 (Fragment);Protein CMSS1",2,2,2,2
"658","C9J470;E9PHA2;Q15003","C9J470;E9PHA2;Q15003","C9J470;E9PHA2;Q15003","1;1;1","1;1;1","1;1;1","Condensin complex subunit 2 (Fragment);Condensin complex subunit 2;Condensin complex subunit 2",3,1,1,1
"659","C9J494;Q9H000","C9J494;Q9H000","C9J494;Q9H000","1;1","1;1","1;1","Probable E3 ubiquitin-protein ligase makorin-2;Probable E3 ubiquitin-protein ligase makorin-2",2,1,1,1
"660","C9J5H8;Q9UBB6","C9J5H8;Q9UBB6","C9J5H8;Q9UBB6","2;2","2;2","2;2","Neurochondrin (Fragment);Neurochondrin",2,2,2,2
"661","H7BXQ8;C9J5N7;Q8N2F6;A0A0J9YY38;A0A0J9YXV5;A0A0J9YWR7;H7C2M7;A0A0J9YXE4","H7BXQ8;C9J5N7;Q8N2F6;A0A0J9YY38;A0A0J9YXV5;A0A0J9YWR7;H7C2M7;A0A0J9YXE4","H7BXQ8;C9J5N7;Q8N2F6;A0A0J9YY38;A0A0J9YXV5;A0A0J9YWR7;H7C2M7;A0A0J9YXE4","2;2;2;1;1;1;1;1","2;2;2;1;1;1;1;1","2;2;2;1;1;1;1;1","Armadillo repeat-containing protein 10;Armadillo repeat-containing protein 10 (Fragment);Armadillo repeat-containing protein 10;Armadillo repeat-containing protein 10 (Fragment);Armadillo repeat-containing protein 10 (Fragment);Armadillo repeat-containing ",8,2,2,2
"662","C9J5X1;P08069","C9J5X1;P08069","C9J5X1;P08069","1;1","1;1","1;1","Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor",2,1,1,1
"663","C9J7E5;Q9Y5L0;E9PFH4","C9J7E5;Q9Y5L0;E9PFH4","C9J7E5;Q9Y5L0;E9PFH4","6;6;5","6;6;5","6;6;5","Transportin-3;Transportin-3;Transportin-3",3,6,6,6
"664","C9J8T0;P57772","C9J8T0;P57772","C9J8T0;P57772","1;1","1;1","1;1","Selenocysteine-specific elongation factor;Selenocysteine-specific elongation factor",2,1,1,1
"665","C9J9V0;Q5THK1","C9J9V0;Q5THK1","C9J9V0;Q5THK1","1;1","1;1","1;1","Protein PRR14L (Fragment);Protein PRR14L",2,1,1,1
"666","C9JA08;Q96D46","C9JA08;Q96D46","C9JA08;Q96D46","2;2","2;2","2;2","60S ribosomal export protein NMD3;60S ribosomal export protein NMD3",2,2,2,2
"667","C9JA28;Q9UNL2","C9JA28;Q9UNL2","C9JA28;Q9UNL2","2;2","2;2","2;2","Translocon-associated protein subunit gamma;Translocon-associated protein subunit gamma",2,2,2,2
"668","C9JEU5;C9JC84;P02679","C9JEU5;C9JC84;P02679","C9JEU5;C9JC84;P02679","3;3;3","3;3;3","3;3;3","Fibrinogen gamma chain;Fibrinogen gamma chain;Fibrinogen gamma chain",3,3,3,3
"669","C9JD84;E7EV71;Q14766;H7C2H7","C9JD84;E7EV71;Q14766;H7C2H7","C9JD84;E7EV71;Q14766","3;3;3;1","3;3;3;1","3;3;3;1","Latent-transforming growth factor beta-binding protein 1;Latent-transforming growth factor beta-binding protein 1;Latent-transforming growth factor beta-binding protein 1",4,3,3,3
"670","C9JDR0;Q15738","C9JDR0;Q15738","C9JDR0;Q15738","4;4","4;4","4;4","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment);Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",2,4,4,4
"671","C9JEH7;P22090","C9JEH7;P22090","C9JEH7;P22090","12;12","4;4","2;2","40S ribosomal protein S4, Y isoform 1 (Fragment);40S ribosomal protein S4, Y isoform 1",2,12,4,2
"672","C9JEV9;O95639;F8WEL7;B7Z7B0","C9JEV9;O95639;F8WEL7;B7Z7B0","C9JEV9;O95639;F8WEL7;B7Z7B0","2;2;1;1","2;2;1;1","2;2;1;1","Cleavage and polyadenylation-specificity factor subunit 4;Cleavage and polyadenylation specificity factor subunit 4;Cleavage and polyadenylation-specificity factor subunit 4;Cleavage and polyadenylation-specificity factor subunit 4",4,2,2,2
"673","C9JEX3;Q13614","C9JEX3;Q13614","C9JEX3;Q13614","3;3","3;3","3;3","Myotubularin-related protein 2 (Fragment);Myotubularin-related protein 2",2,3,3,3
"674","C9JEZ4;Q9UKI2","C9JEZ4;Q9UKI2","C9JEZ4;Q9UKI2","1;1","1;1","1;1","Cdc42 effector protein 3 (Fragment);Cdc42 effector protein 3",2,1,1,1
"675","C9JF50;E9PLU1;E9PRK5;Q9H019;E9PPQ0;E9PRW1;E9PSD6;E9PPF9;E9PLD2","C9JF50;E9PLU1;E9PRK5;Q9H019;E9PPQ0;E9PRW1;E9PSD6;E9PPF9;E9PLD2","C9JF50;E9PLU1;E9PRK5;Q9H019;E9PPQ0;E9PRW1;E9PSD6;E9PPF9;E9PLD2","2;2;2;2;1;1;1;1;1","2;2;2;2;1;1;1;1;1","2;2;2;2;1;1;1;1;1","Mitochondrial fission regulator 1-like (Fragment);Mitochondrial fission regulator 1-like (Fragment);Mitochondrial fission regulator 1-like;Mitochondrial fission regulator 1-like;Mitochondrial fission regulator 1-like (Fragment);Mitochondrial fission regula",9,2,2,2
"676","C9JFR7;P99999;CON__P62894","C9JFR7;P99999;CON__P62894","C9JFR7;P99999","6;6;2","6;6;2","6;6;2","Cytochrome c (Fragment);Cytochrome c",3,6,6,6
"677","C9JIF9;P13798;H7C393;H7C1U0;C9JLK2;F8WEH5;H0YFE5","C9JIF9;P13798;H7C393;H7C1U0;C9JLK2;F8WEH5;H0YFE5","C9JIF9;P13798;H7C393;H7C1U0","10;10;7;5;4;2;1","10;10;7;5;4;2;1","10;10;7;5;4;2;1","Acylamino-acid-releasing enzyme;Acylamino-acid-releasing enzyme;Acylamino-acid-releasing enzyme (Fragment);Acylamino-acid-releasing enzyme (Fragment)",7,10,10,10
"678","C9JIK8;Q9Y4P1;F2Z2K8","C9JIK8;Q9Y4P1;F2Z2K8","C9JIK8;Q9Y4P1;F2Z2K8","2;2;1","2;2;1","2;2;1","Cysteine protease (Fragment);Cysteine protease ATG4B;Cysteine protease ATG4B",3,2,2,2
"679","C9JIZ6;P07602;Q5BJH1;A0A0J9YXB8","C9JIZ6;P07602;Q5BJH1;A0A0J9YXB8","C9JIZ6;P07602;Q5BJH1","3;3;2;1","3;3;2;1","3;3;2;1","Prosaposin;Prosaposin;PSAP protein",4,3,3,3
"680","C9JJT5;C9JU26;G3V325;P56134","C9JJT5;C9JU26;G3V325;P56134","C9JJT5;C9JU26;G3V325;P56134","2;2;2;2","2;2;2;2","2;2;2;2","ATP5MF-PTCD1 readthrough;ATP synthase subunit f, mitochondrial;ATP5MF-PTCD1 readthrough;ATP synthase subunit f, mitochondrial",4,2,2,2
"681","C9JJV1;Q9Y5U2;E9PL88;C9JDU0;A6NCC9;E9PME3;C9JHT9","C9JJV1;Q9Y5U2;E9PL88;C9JDU0;A6NCC9;E9PME3;C9JHT9","C9JJV1;Q9Y5U2;E9PL88;C9JDU0;A6NCC9;E9PME3;C9JHT9","2;2;1;1;1;1;1","2;2;1;1;1;1;1","2;2;1;1;1;1;1","Protein TSSC4 (Fragment);Protein TSSC4;Protein TSSC4 (Fragment);Protein TSSC4 (Fragment);Protein TSSC4;Protein TSSC4 (Fragment);Protein TSSC4 (Fragment)",7,2,2,2
"682","C9JJX6;E9PDC3;O00192","C9JJX6;E9PDC3;O00192","C9JJX6;E9PDC3;O00192","6;6;6","6;6;6","6;6;6","Armadillo repeat protein deleted in velo-cardio-facial syndrome;Armadillo repeat protein deleted in velo-cardio-facial syndrome;Armadillo repeat protein deleted in velo-cardio-facial syndrome",3,6,6,6
"683","C9JKI3","C9JKI3","C9JKI3","9","2","2","Caveolin (Fragment)",1,9,2,2
"684","C9JKQ2;O43676","C9JKQ2;O43676","C9JKQ2;O43676","4;4","4;4","4;4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Fragment);NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3",2,4,4,4
"685","C9JL85;P58546","C9JL85;P58546","C9JL85;P58546","1;1","1;1","1;1","Myotrophin;Myotrophin",2,1,1,1
"686","C9JLM9;Q9P0I2","C9JLM9;Q9P0I2","C9JLM9;Q9P0I2","1;1","1;1","1;1","ER membrane protein complex subunit 3;ER membrane protein complex subunit 3",2,1,1,1
"687","C9JN15;C9JM79;Q13427;E9PG73","C9JN15;C9JM79;Q13427;E9PG73","C9JN15;C9JM79;Q13427;E9PG73","5;5;5;4","5;5;5;4","5;5;5;4","Peptidyl-prolyl cis-trans isomerase (Fragment);Peptidyl-prolyl cis-trans isomerase G (Fragment);Peptidyl-prolyl cis-trans isomerase G;Peptidyl-prolyl cis-trans isomerase G",4,5,5,5
"688","C9JMA2;F8W876;P48740","C9JMA2;F8W876;P48740","C9JMA2;F8W876;P48740","1;1;1","1;1;1","1;1;1","Mannan-binding lectin serine protease 1 (Fragment);Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1",3,1,1,1
"689","C9JMX4;H0Y485;H0Y5K2;B3KWK7;A6XND1;A6XND0;P17936","C9JMX4;H0Y485;H0Y5K2;B3KWK7;A6XND1;A6XND0;P17936","C9JMX4;H0Y485;H0Y5K2;B3KWK7;A6XND1;A6XND0;P17936","3;2;2;2;2;2;2","3;2;2;2;2;2;2","3;2;2;2;2;2;2","Insulin-like growth factor-binding protein 3 (Fragment);Insulin-like growth factor-binding protein 3 (Fragment);Insulin-like growth factor-binding protein 3 (Fragment);Insulin-like growth factor binding protein 3, isoform CRA_b;Insulin-like growth factor b",7,3,3,3
"690","F2Z2Y6;C9JNV3;O95777","F2Z2Y6;C9JNV3;O95777","F2Z2Y6;C9JNV3;O95777","1;1;1","1;1;1","1;1;1","U6 snRNA-associated Sm-like protein LSm8;U6 snRNA-associated Sm-like protein LSm8 (Fragment);U6 snRNA-associated Sm-like protein LSm8",3,1,1,1
"691","C9JRY4;C9JNZ0;Q96IW7;F8WAU7;C9JR77;C9J463;C9JZ27;C9JDJ8","C9JRY4;C9JNZ0;Q96IW7;F8WAU7;C9JR77;C9J463;C9JZ27;C9JDJ8","C9JRY4;C9JNZ0;Q96IW7;F8WAU7;C9JR77;C9J463;C9JZ27;C9JDJ8","2;2;2;1;1;1;1;1","2;2;2;1;1;1;1;1","2;2;2;1;1;1;1;1","Vesicle-trafficking protein SEC22a (Fragment);Vesicle-trafficking protein SEC22a (Fragment);Vesicle-trafficking protein SEC22a;Vesicle-trafficking protein SEC22a;Vesicle-trafficking protein SEC22a;Vesicle-trafficking protein SEC22a (Fragment);Vesicle-traff",8,2,2,2
"692","C9JP16;O75718","C9JP16;O75718","C9JP16;O75718","3;3","3;3","3;3","Cartilage-associated protein;Cartilage-associated protein",2,3,3,3
"693","C9JPE1;O43772;F8WEF6","C9JPE1;O43772;F8WEF6","C9JPE1;O43772;F8WEF6","2;2;1","2;2;1","2;2;1","Mitochondrial carnitine/acylcarnitine carrier protein;Mitochondrial carnitine/acylcarnitine carrier protein;Mitochondrial carnitine/acylcarnitine carrier protein",3,2,2,2
"694","C9JQG7;Q9Y232","C9JQG7;Q9Y232","C9JQG7;Q9Y232","1;1","1;1","1;1","Chromodomain Y-like protein (Fragment);Chromodomain Y-like protein",2,1,1,1
"695","E7ETT4;E7EUY3;E7ETT1;E9PDR0;C9JQS9;E7EX59;P05166;E9PEC3;F8WBI9;E7ENC1;C9JVY9","E7ETT4;E7EUY3;E7ETT1;E9PDR0;C9JQS9;E7EX59;P05166;E9PEC3;F8WBI9;E7ENC1;C9JVY9","E7ETT4;E7EUY3;E7ETT1;E9PDR0;C9JQS9;E7EX59;P05166;E9PEC3;F8WBI9","7;7;7;7;7;7;7;6;5;3;1","7;7;7;7;7;7;7;6;5;3;1","7;7;7;7;7;7;7;6;5;3;1","Propionyl-CoA carboxylase beta chain, mitochondrial;Propionyl-CoA carboxylase beta chain, mitochondrial;Propionyl-CoA carboxylase beta chain, mitochondrial;Propionyl-CoA carboxylase beta chain, mitochondrial;Propionyl-CoA carboxylase beta chain, mitochondr",11,7,7,7
"696","C9JQV0;Q9BRJ6;H7C0T1;H7C2R9","C9JQV0;Q9BRJ6;H7C0T1;H7C2R9","C9JQV0;Q9BRJ6;H7C0T1;H7C2R9","2;2;1;1","2;2;1;1","2;2;1;1","Uncharacterized protein C7orf50 (Fragment);Uncharacterized protein C7orf50;Uncharacterized protein C7orf50 (Fragment);Uncharacterized protein C7orf50 (Fragment)",4,2,2,2
"697","C9JRP1","C9JRP1","C9JRP1","1","1","1","Anion exchange protein (Fragment)",1,1,1,1
"698","C9JRZ6;Q9NX63;F8WAR4;A0A286YEX5","C9JRZ6;Q9NX63;F8WAR4;A0A286YEX5","C9JRZ6;Q9NX63;F8WAR4","8;8;6;3","8;8;6;3","8;8;6;3","MICOS complex subunit;MICOS complex subunit MIC19;MICOS complex subunit",4,8,8,8
"699","C9JSR4;O60443;H7C147;H7BZJ0","C9JSR4;O60443;H7C147;H7BZJ0","C9JSR4;O60443;H7C147","7;7;5;3","7;7;5;3","7;7;5;3","Gasdermin-E;Gasdermin-E;Gasdermin-E (Fragment)",4,7,7,7
"700","C9JWM9;C9JVQ5;O94887","C9JWM9;C9JVQ5;O94887","C9JWM9;C9JVQ5;O94887","1;1;1","1;1;1","1;1;1","FERM, ARHGEF and pleckstrin domain-containing protein 2 (Fragment);FERM, ARHGEF and pleckstrin domain-containing protein 2 (Fragment);FERM, ARHGEF and pleckstrin domain-containing protein 2",3,1,1,1
"701","C9JW69;P18754;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4","C9JW69;P18754;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4","C9JW69;P18754;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4","9;9;7;7;7;7","9;9;7;7;7;7","9;9;7;7;7;7","Regulator of chromosome condensation (Fragment);Regulator of chromosome condensation;Regulator of chromosome condensation (Fragment);Regulator of chromosome condensation (Fragment);Regulator of chromosome condensation (Fragment);Regulator of chromosome con",6,9,9,9
"702","K7EMQ5;K7ESG9;K7EKH0;K7EJB0;C9JWJ8;K7EN08;Q14938","K7EMQ5;K7ESG9;K7EKH0;K7EJB0;C9JWJ8;K7EN08;Q14938","K7EMQ5;K7ESG9;K7EKH0;K7EJB0;C9JWJ8;K7EN08;Q14938","1;1;1;1;1;1;1","1;1;1;1;1;1;1","1;1;1;1;1;1;1","Nuclear factor 1 X-type;Nuclear factor 1 X-type (Fragment);Nuclear factor 1 X-type (Fragment);Nuclear factor 1 X-type (Fragment);Nuclear factor 1;Nuclear factor 1;Nuclear factor 1 X-type",7,1,1,1
"703","E7ET39;C9JY09;Q8NDZ4","E7ET39;C9JY09;Q8NDZ4","E7ET39;C9JY09;Q8NDZ4","1;1;1","1;1;1","1;1;1","Divergent protein kinase domain 2A;Divergent protein kinase domain 2A (Fragment);Divergent protein kinase domain 2A",3,1,1,1
"704","C9JYQ9;H0Y8C2;Q6P5R6","C9JYQ9;H0Y8C2;Q6P5R6","C9JYQ9;H0Y8C2;Q6P5R6","4;4;4","3;3;3","3;3;3","60S ribosomal protein L22-like 1;60S ribosomal protein L22-like 1 (Fragment);60S ribosomal protein L22-like 1",3,4,3,3
"705","C9JZ87;Q9NUM4;F2Z3N7","C9JZ87;Q9NUM4;F2Z3N7","C9JZ87;Q9NUM4;F2Z3N7","2;2;1","2;2;1","2;2;1","Transmembrane protein 106B (Fragment);Transmembrane protein 106B;Transmembrane protein 106B",3,2,2,2
"706","C9JZI1;P35249;C9JXZ7;C9JTT7;C9J8M3;C9JGY5;F8WE44","C9JZI1;P35249;C9JXZ7;C9JTT7;C9J8M3;C9JGY5;F8WE44","C9JZI1;P35249;C9JXZ7;C9JTT7;C9J8M3","3;3;2;2;2;1;1","3;3;2;2;2;1;1","3;3;2;2;2;1;1","Replication factor C subunit 4;Replication factor C subunit 4;Replication factor C subunit 4 (Fragment);Replication factor C subunit 4 (Fragment);Replication factor C subunit 4 (Fragment)",7,3,3,3
"707","C9JZR2;O60716;E9PRE2;E9PKY0;H0YC95;E9PKL1","C9JZR2;O60716;E9PRE2;E9PKY0;H0YC95;E9PKL1","C9JZR2;O60716","38;38;9;6;5;2","38;38;9;6;5;2","38;38;9;6;5;2","Catenin delta-1;Catenin delta-1",6,38,38,38
"708","C9K0C3;Q6UWP7","C9K0C3;Q6UWP7","C9K0C3;Q6UWP7","1;1","1;1","1;1","Lysocardiolipin acyltransferase 1 (Fragment);Lysocardiolipin acyltransferase 1",2,1,1,1
"845","D3DX19;O00501","D3DX19;O00501","D3DX19;O00501","1;1","1;1","1;1","Claudin;Claudin-5",2,1,1,1
"846","D3YTB1;F8W727;P62910;D3YTI8","D3YTB1;F8W727;P62910;D3YTI8","D3YTB1;F8W727;P62910","14;14;14;1","14;14;14;1","14;14;14;1","60S ribosomal protein L32 (Fragment);60S ribosomal protein L32;60S ribosomal protein L32",4,14,14,14
"847","H0Y897;D3YTG3;H7C556;Q7Z7G0","H0Y897;D3YTG3;H7C556;Q7Z7G0","H0Y897;D3YTG3;H7C556;Q7Z7G0","3;3;2;2","3;3;2;2","3;3;2;2","Target of Nesh-SH3 (Fragment);Target of Nesh-SH3;Target of Nesh-SH3;Target of Nesh-SH3",4,3,3,3
"848","Q2L6G2;D5H3J5;A0A140TA14;A0A140TA11;A0A140T9Y5;A0A140T997","Q2L6G2;D5H3J5;A0A140TA14;A0A140TA11;A0A140T9Y5;A0A140T997","Q2L6G2;D5H3J5;A0A140TA14;A0A140TA11;A0A140T9Y5;A0A140T997","12;12;8;8;8;8","3;3;3;3;3;3","1;1;1;1;1;1","HLA class I histocompatibility antigen B alpha chain;HLA class I histocompatibility antigen B alpha chain;HLA class I histocompatibility antigen, B alpha chain;HLA class I histocompatibility antigen, B alpha chain;HLA class I histocompatibility antigen, B ",6,12,3,1
